name,Builder,BHK,Price,Area,Description
Sunset Gardens by Marathon,Marathon Realty,1 BHK Apartment,Price on Request,198 - 1003 sq.ft,"For Multiple: Sunset Gardens by Marathon offers beautifully designed 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Mulund West, Central Mumbai. Property prices here start from Rs. 58.24 L. Properties in Sunset Gardens by Marathon are sized in the range of 198 - 1,003 sq.ft.. Terrace Garden, Wi-Fi Connectivity and Yoga/Meditation Area are some of the popular amenities offered in this project"
Sunset Gardens by Marathon,Marathon Realty,2 BHK Apartment,₹2 - 2.76 Cr,198 - 1003 sq.ft,"For Multiple: Sunset Gardens by Marathon offers beautifully designed 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Mulund West, Central Mumbai. Property prices here start from Rs. 58.24 L. Properties in Sunset Gardens by Marathon are sized in the range of 198 - 1,003 sq.ft.. Terrace Garden, Wi-Fi Connectivity and Yoga/Meditation Area are some of the popular amenities offered in this project"
Sunset Gardens by Marathon,Marathon Realty,1 RK Studio Apartment,₹58.24 L,198 - 1003 sq.ft,"For Multiple: Sunset Gardens by Marathon offers beautifully designed 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Mulund West, Central Mumbai. Property prices here start from Rs. 58.24 L. Properties in Sunset Gardens by Marathon are sized in the range of 198 - 1,003 sq.ft.. Terrace Garden, Wi-Fi Connectivity and Yoga/Meditation Area are some of the popular amenities offered in this project"
Ruparel Crest,Ruparel Realty,1 BHK Apartment,₹1.02 Cr,391 - 870 sq.ft,"Check out 1,2,3 BHK apartments in Kurla East, now available for sale at Ruparel Crest. This society is RERA approved and P51800052788 is the RERA number. This society offers apartments in the price range of Rs. 1.02 - 2.17 Cr. Ruparel Crest apartments are available in multiples sizes, ranging from 391 - 870 sq.ft. CARPET area"
Ruparel Crest,Ruparel Realty,2 BHK Apartment,₹1.49 - 2.02 Cr,391 - 870 sq.ft,"Check out 1,2,3 BHK apartments in Kurla East, now available for sale at Ruparel Crest. This society is RERA approved and P51800052788 is the RERA number. This society offers apartments in the price range of Rs. 1.02 - 2.17 Cr. Ruparel Crest apartments are available in multiples sizes, ranging from 391 - 870 sq.ft. CARPET area"
Ruparel Crest,Ruparel Realty,3 BHK Apartment,₹2.17 Cr,391 - 870 sq.ft,"Check out 1,2,3 BHK apartments in Kurla East, now available for sale at Ruparel Crest. This society is RERA approved and P51800052788 is the RERA number. This society offers apartments in the price range of Rs. 1.02 - 2.17 Cr. Ruparel Crest apartments are available in multiples sizes, ranging from 391 - 870 sq.ft. CARPET area"
Gauri Excellency,Gauri Group of Companies,1 BHK Apartment,₹1.15 - 1.49 Cr,457 - 76423 sq.ft,"Spacious 1,2 BHK apartments in Charkop are available for sale.Check out latest property options at Gauri Excellency housing society. This society is RERA approved and P51800004832 is the RERA number. Gauri Excellency has apartments in multiple configurations, in range of 457 - 764.23 sq.ft.. Prices of apartments in this project, vary between Rs. 1.15 - 2.29 Cr"
Gauri Excellency,Gauri Group of Companies,2 BHK Apartment,₹2.2 - 2.29 Cr,457 - 76423 sq.ft,"Spacious 1,2 BHK apartments in Charkop are available for sale.Check out latest property options at Gauri Excellency housing society. This society is RERA approved and P51800004832 is the RERA number. Gauri Excellency has apartments in multiple configurations, in range of 457 - 764.23 sq.ft.. Prices of apartments in this project, vary between Rs. 1.15 - 2.29 Cr"
Mamtora Shree Govind Krupa,Mamtora Foundation,1 BHK Apartment,₹1.02 Cr,363 - 640 sq.ft,"Spacious 1,2 BHK apartments in Malad West are available for sale.Check out latest property options at Mamtora Shree Govind Krupa housing society. The housing society is RERA-registered with P51800046222 registration number. This society offers apartments in the price range of Rs. 1.02 - 1.73 Cr. Mamtora Shree Govind Krupa apartments are available in multiples sizes, ranging from 363 - 640 sq.ft. CARPET area"
Mamtora Shree Govind Krupa,Mamtora Foundation,2 BHK Apartment,₹1.69 - 1.73 Cr,363 - 640 sq.ft,"Spacious 1,2 BHK apartments in Malad West are available for sale.Check out latest property options at Mamtora Shree Govind Krupa housing society. The housing society is RERA-registered with P51800046222 registration number. This society offers apartments in the price range of Rs. 1.02 - 1.73 Cr. Mamtora Shree Govind Krupa apartments are available in multiples sizes, ranging from 363 - 640 sq.ft. CARPET area"
Prach GS Pearl,Prach Realcon Llp,1 BHK Apartment,₹77 L,41645 - 679 sq.ft,"Here are beautifully built 1,2 BHK apartments in Vikhroli East, available for sale at Prach GS Pearl. Prach GS Pearl is a RERA- registered society and P51800053941 is the RERA registration number. This society offers apartments in the price range of Rs. 77 L - 1.25 Cr. Here units have different sizes, mostly in range of 416.45 - 679 sq.ft. CARPET area"
Prach GS Pearl,Prach Realcon Llp,2 BHK Apartment,₹1.25 Cr,41645 - 679 sq.ft,"Here are beautifully built 1,2 BHK apartments in Vikhroli East, available for sale at Prach GS Pearl. Prach GS Pearl is a RERA- registered society and P51800053941 is the RERA registration number. This society offers apartments in the price range of Rs. 77 L - 1.25 Cr. Here units have different sizes, mostly in range of 416.45 - 679 sq.ft. CARPET area"
Prach Gs Casa,Prach Realcon Llp,1 BHK Apartment,₹84 L,439 - 681 sq.ft,"Prach Gs Casa, one of the known housing societes in Central Mumbai, brings classic yet modern 1,2 BHK apartments in Vikhroli East. This society offers apartments in the price range of Rs. 84 L - 1.3 Cr. Prach Gs Casa 's RERA registration number is P51800049559. Prach Gs Casa has apartments in multiple configurations, in range of 439 - 681 sq.ft."
Prach Gs Casa,Prach Realcon Llp,2 BHK Apartment,₹1.06 - 1.3 Cr,439 - 681 sq.ft,"Prach Gs Casa, one of the known housing societes in Central Mumbai, brings classic yet modern 1,2 BHK apartments in Vikhroli East. This society offers apartments in the price range of Rs. 84 L - 1.3 Cr. Prach Gs Casa 's RERA registration number is P51800049559. Prach Gs Casa has apartments in multiple configurations, in range of 439 - 681 sq.ft."
Sheth Irene,Sheth Creators and Sun Vision,1 BHK Apartment,₹1.07 Cr,468 - 1289 sq.ft,"Choose your dream home from the wide variety of 1,2,4 BHK apartments in Malad West, available for sale in Sheth Irene. Sheth Irene 's RERA registration number is P51800015507. Apartments in Sheth Irene have CARPET area ranging between 468 - 1,289 sq.ft.. Apartment prices in this housing society vary in the range of Rs. 1.07 - 2.85 Cr"
Sheth Irene,Sheth Creators and Sun Vision,2 BHK Apartment,₹1.75 Cr,468 - 1289 sq.ft,"Choose your dream home from the wide variety of 1,2,4 BHK apartments in Malad West, available for sale in Sheth Irene. Sheth Irene 's RERA registration number is P51800015507. Apartments in Sheth Irene have CARPET area ranging between 468 - 1,289 sq.ft.. Apartment prices in this housing society vary in the range of Rs. 1.07 - 2.85 Cr"
Sheth Irene,Sheth Creators and Sun Vision,4 BHK Apartment,₹2.85 Cr,468 - 1289 sq.ft,"Choose your dream home from the wide variety of 1,2,4 BHK apartments in Malad West, available for sale in Sheth Irene. Sheth Irene 's RERA registration number is P51800015507. Apartments in Sheth Irene have CARPET area ranging between 468 - 1,289 sq.ft.. Apartment prices in this housing society vary in the range of Rs. 1.07 - 2.85 Cr"
Paradigm Ariana Residency,Paradigm Realty,1 BHK Apartment,₹87.83 - 96.03 L,364 - 752 sq.ft,"Spacious 1,2 BHK apartments in Borivali East are available for sale.Check out latest property options at Paradigm Ariana Residency housing society. Apartments in Paradigm Ariana Residency have CARPET area ranging between 364 - 752 sq.ft.. Paradigm Ariana Residency 's RERA registration number is P51800008691. Prices of apartments in this project, vary between Rs. 87.83 L - 2.11 Cr"
Paradigm Ariana Residency,Paradigm Realty,2 BHK Apartment,₹2.04 - 2.11 Cr,364 - 752 sq.ft,"Spacious 1,2 BHK apartments in Borivali East are available for sale.Check out latest property options at Paradigm Ariana Residency housing society. Apartments in Paradigm Ariana Residency have CARPET area ranging between 364 - 752 sq.ft.. Paradigm Ariana Residency 's RERA registration number is P51800008691. Prices of apartments in this project, vary between Rs. 87.83 L - 2.11 Cr"
Parinee Essence,Parinee,1 BHK Apartment,₹1.05 Cr,420 - 557 sq.ft,"Parinee Essence brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Kandivali West. Parinee Essence is a Ready To Move project. Reflexology Park, Terrace Garden and Piped Gas are some of the popular amenities offered in this project. Properties in Parinee Essence are sized in the range of 420 - 557 sq.ft."
Parinee Essence,Parinee,2 BHK Apartment,₹1.39 Cr,420 - 557 sq.ft,"Parinee Essence brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Kandivali West. Parinee Essence is a Ready To Move project. Reflexology Park, Terrace Garden and Piped Gas are some of the popular amenities offered in this project. Properties in Parinee Essence are sized in the range of 420 - 557 sq.ft."
Parinee Essence,Parinee,3 BHK Apartment,Price on Request,420 - 557 sq.ft,"Parinee Essence brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Kandivali West. Parinee Essence is a Ready To Move project. Reflexology Park, Terrace Garden and Piped Gas are some of the popular amenities offered in this project. Properties in Parinee Essence are sized in the range of 420 - 557 sq.ft."
Parinee Essence,Parinee,1 RK Studio Apartment,Price on Request,420 - 557 sq.ft,"Parinee Essence brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Kandivali West. Parinee Essence is a Ready To Move project. Reflexology Park, Terrace Garden and Piped Gas are some of the popular amenities offered in this project. Properties in Parinee Essence are sized in the range of 420 - 557 sq.ft."
Rustomjee Erika,Rustomjee,2 BHK Apartment,₹2.5 - 2.9 Cr,53378 - 620 sq.ft,"Finest 2 BHK apartments in Bandra East available for sale in Rustomjee Erika. Apartments in this complex are available in price range of Rs. 2.5 - 2.9 Cr. Here units have different sizes, mostly in range of 533.78 - 620 sq.ft. CARPET area. This society is RERA approved and P51800033014 is the RERA number"
Adi Darsshan,Darshan Properties,1 BHK Apartment,₹1.37 - 1.65 Cr,396 - 414 sq.ft,"Check out 1 BHK apartments in Lower Parel, now available for sale at Adi Darsshan. Adi Darsshan is a RERA- registered society and P51900047289 is the RERA registration number. Adi Darsshan has apartments in multiple configurations, in range of 396 - 414 sq.ft.. Prices of apartments in this project, vary between Rs. 1.37 - 1.65 Cr"
Lodha Trump Tower,Lodha,3 BHK Apartment,₹7.25 - 7.91 Cr,1259 - 2975 sq.ft,"Finest 3,4,5 BHK apartments in Worli available for sale in Lodha Trump Tower. Lodha Trump Tower has apartments in multiple configurations, in range of 1,259 - 2,975 sq.ft.. Apartment prices in this housing society vary in the range of Rs. 7.25 - 22.19 Cr. The property options in this society are Ready To Move"
Lodha Trump Tower,Lodha,4 BHK Apartment,₹8.62 - 8.93 Cr,1259 - 2975 sq.ft,"Finest 3,4,5 BHK apartments in Worli available for sale in Lodha Trump Tower. Lodha Trump Tower has apartments in multiple configurations, in range of 1,259 - 2,975 sq.ft.. Apartment prices in this housing society vary in the range of Rs. 7.25 - 22.19 Cr. The property options in this society are Ready To Move"
Lodha Trump Tower,Lodha,5 BHK Apartment,₹22.19 Cr,1259 - 2975 sq.ft,"Finest 3,4,5 BHK apartments in Worli available for sale in Lodha Trump Tower. Lodha Trump Tower has apartments in multiple configurations, in range of 1,259 - 2,975 sq.ft.. Apartment prices in this housing society vary in the range of Rs. 7.25 - 22.19 Cr. The property options in this society are Ready To Move"
Shapoorji Pallonji BKC 28,Shapoorji Pallonji,2 BHK Apartment,₹2.23 - 2.48 Cr,639 - 712 sq.ft,Finest 2 BHK apartments in Bandra East available for sale in Shapoorji Pallonji BKC 28. Shapoorji Pallonji BKC 28 is a RERA- registered society and P51800028474 is the RERA registration number. Apartment prices in this housing society vary in the range of Rs. 2.23 - 2.48 Cr. Apartments in Shapoorji Pallonji BKC 28 have CARPET area ranging between 639 - 712 sq.ft.
Kalpataru Bliss,Kalpataru Limited,2 BHK Apartment,₹2.6 - 2.72 Cr,755 - 789 sq.ft,"Choose your dream home from the wide variety of 2 BHK apartments in Santacruz East, available for sale in Kalpataru Bliss. The housing society is RERA-registered with P51800020262 registration number. Kalpataru Bliss apartments are available in multiples sizes, ranging from 755 - 789 sq.ft. CARPET area. This society offers apartments in the price range of Rs. 2.6 - 2.72 Cr"
Kolte Patil Alora,Kolte Patil,2 BHK Apartment,₹2.4 - 2.92 Cr,650 - 11118 sq.ft,"Finest 2,3 BHK apartments in Santacruz East available for sale in Kolte Patil Alora. Kolte Patil Alora has apartments in multiple configurations, in range of 650 - 1,111.8 sq.ft.. Apartments in this complex are available in price range of Rs. 2.4 - 4.11 Cr. The housing society is RERA-registered with P51800049048 registration number"
Kolte Patil Alora,Kolte Patil,3 BHK Apartment,₹3.18 - 4.11 Cr,650 - 11118 sq.ft,"Finest 2,3 BHK apartments in Santacruz East available for sale in Kolte Patil Alora. Kolte Patil Alora has apartments in multiple configurations, in range of 650 - 1,111.8 sq.ft.. Apartments in this complex are available in price range of Rs. 2.4 - 4.11 Cr. The housing society is RERA-registered with P51800049048 registration number"
Prestige Daffodils CHSL,Prestige Group,3 BHK Apartment,₹15.38 - 16.45 Cr,120642 - 318827 sq.ft,"Prestige Daffodils CHSL, one of the known housing societes in Western Mumbai, brings classic yet modern 3,4 BHK apartments in Pali Hill. Apartments in this complex are available in price range of Rs. 15.38 - 40.66 Cr. This society is RERA approved and P51800031980 is the RERA number. Apartments in Prestige Daffodils CHSL have CARPET area ranging between 1,206.42 - 3,188.27 sq.ft."
Prestige Daffodils CHSL,Prestige Group,4 BHK Apartment,₹25.47 - 40.66 Cr,120642 - 318827 sq.ft,"Prestige Daffodils CHSL, one of the known housing societes in Western Mumbai, brings classic yet modern 3,4 BHK apartments in Pali Hill. Apartments in this complex are available in price range of Rs. 15.38 - 40.66 Cr. This society is RERA approved and P51800031980 is the RERA number. Apartments in Prestige Daffodils CHSL have CARPET area ranging between 1,206.42 - 3,188.27 sq.ft."
Godrej The Trees,Godrej Properties,1 BHK Apartment,₹1.68 - 2.35 Cr,419 - 2172 sq.ft,"Godrej The Trees brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Vikhroli East. Prices here start from Rs. 1.68 Cr. Infinity Pool, Swimming Pool and Golf Course are some of the amenities offered here. Property options in Godrej The Trees varies between 419 - 2,172 sq.ft."
Godrej The Trees,Godrej Properties,2 BHK Apartment,₹2.34 - 4.2 Cr,419 - 2172 sq.ft,"Godrej The Trees brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Vikhroli East. Prices here start from Rs. 1.68 Cr. Infinity Pool, Swimming Pool and Golf Course are some of the amenities offered here. Property options in Godrej The Trees varies between 419 - 2,172 sq.ft."
Godrej The Trees,Godrej Properties,3 BHK Apartment,₹3.31 - 7.07 Cr,419 - 2172 sq.ft,"Godrej The Trees brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Vikhroli East. Prices here start from Rs. 1.68 Cr. Infinity Pool, Swimming Pool and Golf Course are some of the amenities offered here. Property options in Godrej The Trees varies between 419 - 2,172 sq.ft."
Godrej The Trees,Godrej Properties,4 BHK Apartment,₹4.44 - 8.69 Cr,419 - 2172 sq.ft,"Godrej The Trees brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Vikhroli East. Prices here start from Rs. 1.68 Cr. Infinity Pool, Swimming Pool and Golf Course are some of the amenities offered here. Property options in Godrej The Trees varies between 419 - 2,172 sq.ft."
Godrej The Trees,Godrej Properties,5 BHK Apartment,₹6.21 Cr,419 - 2172 sq.ft,"Godrej The Trees brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Vikhroli East. Prices here start from Rs. 1.68 Cr. Infinity Pool, Swimming Pool and Golf Course are some of the amenities offered here. Property options in Godrej The Trees varies between 419 - 2,172 sq.ft."
Godrej The Trees,Godrej Properties,1 RK Studio Apartment,Price on Request,419 - 2172 sq.ft,"Godrej The Trees brings you beautifully designed 1 BHK Apartment, 2 BHK Apartment and 3 BHK Apartment in Vikhroli East. Prices here start from Rs. 1.68 Cr. Infinity Pool, Swimming Pool and Golf Course are some of the amenities offered here. Property options in Godrej The Trees varies between 419 - 2,172 sq.ft."
